state,district,year,week_number,bio_update_child,demo_update_child,update_backlog_child,is_anomaly,anomaly_score,shesd_bio_anomaly,shesd_demo_anomaly,combined_anomaly
100000,100000,2026,1,0,0,0,0,0.22883769135250992,0,0,0
Andaman & Nicobar Islands,Andamans,2026,1,-1,0,1,0,0.22023305520082254,0,0,0
Andaman & Nicobar Islands,Nicobars,2025,49,0,0,0,0,0.22883769135250992,0,0,0
Andaman & Nicobar Islands,South Andaman,2026,1,-1,0,1,0,0.22023305520082254,0,0,0
Andaman and Nicobar Islands,Nicobar,2026,1,-1,0,1,0,0.22023305520082254,0,0,0
Andaman and Nicobar Islands,North And Middle Andaman,2026,1,10,-1,-11,0,0.19509336265915722,0,0,0
Andaman and Nicobar Islands,South Andaman,2026,1,52,-1,-53,0,0.11346064837053749,0,0,0
Andhra Pradesh,Adilabad,2026,1,56,14,-42,0,0.22796022325529586,0,0,0
Andhra Pradesh,Alluri Sitharama Raju,2026,1,24,-1,-25,0,0.1634633004855967,0,0,0
Andhra Pradesh,Anakapalli,2026,1,12,-1,-13,0,0.19038181235102558,0,0,0
Andhra Pradesh,Anantapur,2026,1,121,20,-101,0,0.22015058206317167,0,0,0
Andhra Pradesh,Ananthapur,2026,1,154,36,-118,0,0.2228389690151853,0,0,0
Andhra Pradesh,Ananthapuramu,2026,1,220,18,-202,0,0.2028714646862338,0,0,0
Andhra Pradesh,Annamayya,2026,1,34,-1,-35,0,0.1433579208863962,0,0,0
Andhra Pradesh,Bapatla,2026,1,24,-1,-25,0,0.1634633004855967,0,0,0
Andhra Pradesh,Chittoor,2026,1,565,66,-499,0,0.2182530568300371,0,0,0
Andhra Pradesh,Cuddapah,2026,1,488,34,-454,0,0.20191810360118562,0,0,0
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2026,1,19,-1,-20,0,0.16880475990219423,0,0,0
Andhra Pradesh,East Godavari,2026,1,499,82,-417,0,0.22044098660079592,0,0,0
Andhra Pradesh,Eluru,2026,1,16,-1,-17,0,0.18895496024527814,0,0,0
Andhra Pradesh,Guntur,2026,1,518,69,-449,0,0.22019163079375736,0,0,0
Andhra Pradesh,Hyderabad,2026,1,148,12,-136,0,0.2028541841146343,0,0,0
Andhra Pradesh,K.V.Rangareddy,2026,1,0,-1,-1,0,0.20801393255783773,0,0,0
Andhra Pradesh,K.v. Rangareddy,2026,1,-1,0,1,0,0.22023305520082254,0,0,0
Andhra Pradesh,Kakinada,2026,1,34,-1,-35,0,0.1433579208863962,0,0,0
Andhra Pradesh,Karim Nagar,2026,1,-1,0,1,0,0.22023305520082254,0,0,0
Andhra Pradesh,Karimnagar,2026,1,22,-1,-23,0,0.16569969172171367,0,0,0
Andhra Pradesh,Khammam,2026,1,46,14,-32,0,0.22783882461834054,0,0,0
Andhra Pradesh,Krishna,2026,1,462,46,-416,0,0.21190636585434014,0,0,0
Andhra Pradesh,Kurnool,2026,1,704,48,-656,0,0.19866379239385307,0,0,0
Andhra Pradesh,Mahabub Nagar,2026,1,-1,-1,0,0,0.22545250740149558,0,0,0
Andhra Pradesh,Mahabubnagar,2026,1,0,0,0,0,0.22883769135250992,0,0,0
Andhra Pradesh,Mahbubnagar,2026,1,-1,-1,0,0,0.22509819554917515,0,0,0
Andhra Pradesh,Medak,2026,1,33,-1,-34,0,0.14450214558816016,0,0,0
Andhra Pradesh,N. T. R,2026,1,30,-1,-31,0,0.15645945642071202,0,0,0
Andhra Pradesh,Nalgonda,2026,1,55,-1,-56,0,0.09699269512968806,0,0,0
Andhra Pradesh,Nandyal,2026,1,25,11,-14,0,0.22460814645652277,0,0,0
Andhra Pradesh,Nellore,2026,1,356,28,-328,0,0.19469671757716384,0,0,0
Andhra Pradesh,Nizamabad,2026,1,35,0,-35,0,0.22859510420454138,0,0,0
Andhra Pradesh,Palnadu,2026,1,13,-1,-14,0,0.19408901846760995,0,0,0
Andhra Pradesh,Parvathipuram Manyam,2026,1,14,-1,-15,0,0.18851085639737397,0,0,0
Andhra Pradesh,Prakasam,2026,1,421,65,-356,0,0.21944682936309723,0,0,0
Andhra Pradesh,Rangareddi,2026,1,80,14,-66,0,0.21927738662054475,0,0,0
Andhra Pradesh,Spsr Nellore,2025,27,0,0,0,0,0.15470320970690182,0,0,0
Andhra Pradesh,Sri Potti Sriramulu Nellore,2026,1,26,11,-15,0,0.22482281210846827,0,0,0
Andhra Pradesh,Sri Sathya Sai,2026,1,-1,10,11,0,0.21529602268924425,0,0,0
Andhra Pradesh,Srikakulam,2026,1,250,42,-208,0,0.22461313380581088,0,0,0
Andhra Pradesh,Tirupati,2026,1,30,-1,-31,0,0.15531510112653485,0,0,0
Andhra Pradesh,Visakhapatanam,2025,22,0,0,0,0,0.22345406729526995,0,0,0
Andhra Pradesh,Visakhapatnam,2026,1,510,71,-439,0,0.2178883677723985,0,0,0
Andhra Pradesh,Vizianagaram,2026,1,313,36,-277,0,0.21753054826633922,0,0,0
Andhra Pradesh,Warangal,2026,1,47,11,-36,0,0.2269446914058435,0,0,0
Andhra Pradesh,West Godavari,2026,1,407,57,-350,0,0.21798194231875972,0,0,0
Andhra Pradesh,Y. S. R,2026,1,21,-1,-22,0,0.17029077805846682,0,0,0
Arunachal Pradesh,Anjaw,2026,1,-1,-1,0,0,0.22286655814751705,0,0,0
Arunachal Pradesh,Changlang,2026,1,28,-1,-29,0,0.16171218179458602,0,0,0
Arunachal Pradesh,Dibang Valley,2026,1,0,0,0,0,0.22883769135250992,0,0,0
Arunachal Pradesh,East Kameng,2026,1,10,-1,-11,0,0.1978167547106746,0,0,0
Arunachal Pradesh,East Siang,2026,1,-1,-1,0,0,0.22509819554917515,0,0,0
Arunachal Pradesh,Kamle,2026,1,-1,0,1,0,0.22023305520082254,0,0,0
Arunachal Pradesh,Kra Daadi,2026,1,-1,0,1,0,0.22194383929593559,0,0,0
Arunachal Pradesh,Kurung Kumey,2026,1,0,-1,-1,0,0.20801393255783773,0,0,0
Arunachal Pradesh,Leparada,2025,52,0,-1,-1,0,0.20801393255783773,0,0,0
Arunachal Pradesh,Lohit,2026,1,13,-1,-14,0,0.19408901846760995,0,0,0
Arunachal Pradesh,Longding,2026,1,-1,-1,0,0,0.22286655814751705,0,0,0
Arunachal Pradesh,Lower Dibang Valley,2026,1,-1,0,1,0,0.22194383929593559,0,0,0
Arunachal Pradesh,Lower Siang,2026,1,-1,-1,0,0,0.22509819554917515,0,0,0
Arunachal Pradesh,Lower Subansiri,2026,1,11,-1,-12,0,0.1941956757152688,0,0,0
Arunachal Pradesh,Namsai,2026,1,21,0,-21,0,0.22800893370929293,0,0,0
Arunachal Pradesh,Pakke Kessang,2026,1,0,0,0,0,0.22883769135250992,0,0,0
Arunachal Pradesh,Papum Pare,2026,1,30,-1,-31,0,0.15645945642071202,0,0,0
Arunachal Pradesh,Shi-yomi,2026,1,0,0,0,0,0.22977775205298745,0,0,0
Arunachal Pradesh,Siang,2026,1,-1,-1,0,0,0.22286655814751705,0,0,0
Arunachal Pradesh,Tawang,2026,1,51,-1,-52,0,0.11464030379228796,0,0,0
Arunachal Pradesh,Tirap,2026,1,11,-1,-12,0,0.1941956757152688,0,0,0
Arunachal Pradesh,Upper Siang,2026,1,-1,-1,0,0,0.22509819554917515,0,0,0
Arunachal Pradesh,Upper Subansiri,2026,1,-1,-1,0,0,0.22509819554917515,0,0,0
Arunachal Pradesh,West Kameng,2026,1,94,0,-94,0,0.2216061748146067,0,0,0
Arunachal Pradesh,West Siang,2026,1,-1,-1,0,0,0.22509819554917515,0,0,0
Assam,Bajali,2026,1,0,0,0,0,0.22883769135250992,0,0,0
Assam,Baksa,2026,1,64,12,-52,0,0.21939572313909267,0,0,0
Assam,Barpeta,2026,1,191,50,-141,0,0.21342252040527654,0,0,0
Assam,Biswanath,2026,1,29,-1,-30,0,0.15924218343939117,0,0,0
Assam,Bongaigaon,2026,1,105,26,-79,0,0.22068090752242614,0,0,0
Assam,Cachar,2026,1,250,36,-214,0,0.20629053792779473,0,0,0
Assam,Charaideo,2026,1,25,-1,-26,0,0.1595879179902513,0,0,0
Assam,Chirang,2026,1,61,17,-44,0,0.22144250779803804,0,0,0
Assam,Darrang,2026,1,167,28,-139,0,0.21375329775297724,0,0,0
Assam,Dhemaji,2026,1,66,28,-38,0,0.21791891086474297,0,0,0
Assam,Dhubri,2026,1,296,65,-231,0,0.2039412762323245,0,0,0
Assam,Dibrugarh,2026,1,77,11,-66,0,0.21414095334223204,0,0,0
Assam,Dima Hasao,2026,1,0,0,0,0,0.22883769135250992,0,0,0
Assam,Goalpara,2026,1,201,22,-179,0,0.20679772743689578,0,0,0
Assam,Golaghat,2026,1,175,10,-165,0,0.18315407929096722,0,0,0
Assam,Hailakandi,2026,1,125,20,-105,0,0.21064482964031672,0,0,0
Assam,Hojai,2026,1,103,40,-63,0,0.22059406998427045,0,0,0
Assam,Jorhat,2026,1,79,11,-68,0,0.21133700544470013,0,0,0
Assam,Kamrup,2026,1,145,25,-120,0,0.2171611307983462,0,0,0
Assam,Kamrup Metro,2026,1,57,16,-41,0,0.22387129575765308,0,0,0
Assam,Karbi Anglong,2026,1,83,12,-71,0,0.20780975358051185,0,0,0
Assam,Karimganj,2026,1,231,40,-191,0,0.18519286280527603,0,0,0
Assam,Kokrajhar,2026,1,76,10,-66,0,0.2097733106185446,0,0,0
Assam,Lakhimpur,2026,1,83,30,-53,0,0.21808212839870628,0,0,0
Assam,Majuli,2026,1,11,-1,-12,0,0.19668966371309055,0,0,0
Assam,Marigaon,2026,1,123,60,-63,0,0.21442546501834425,0,0,0
Assam,Nagaon,2026,1,405,56,-349,0,0.19704882693902953,0,0,0
Assam,Nalbari,2026,1,48,-1,-49,0,0.12020445368519739,0,0,0
Assam,North Cachar Hills,2026,1,26,-1,-27,0,0.16194548974311745,0,0,0
Assam,Sibsagar,2026,1,98,12,-86,0,0.21765167150903814,0,0,0
Assam,Sivasagar,2025,27,0,0,0,0,0.21607188913796715,0,0,0
Assam,Sonitpur,2026,1,88,29,-59,0,0.1943886128459622,0,0,0
Assam,South Salmara Mankachar,2026,1,18,-1,-19,0,0.18480448689102186,0,0,0
Assam,Sribhumi,2026,1,0,-1,-1,0,0.20801393255783773,0,0,0
Assam,Tamulpur District,2026,1,0,0,0,0,0.22883769135250992,0,0,0
Assam,Tinsukia,2026,1,86,45,-41,0,0.21871198239978573,0,0,0
Assam,Udalguri,2026,1,99,19,-80,0,0.21257970814821836,0,0,0
Assam,West Karbi Anglong,2026,1,-1,-1,0,0,0.22509819554917515,0,0,0
BALANAGAR,IDPL COLONY,2025,50,0,0,0,0,0.22883769135250992,0,0,0
Bihar,Araria,2026,1,449,98,-351,0,0.15743023142110035,0,0,0
Bihar,Arwal,2026,1,52,23,-29,0,0.19242296790660468,0,0,0
Bihar,Aurangabad,2026,1,281,70,-211,0,0.11115832292300598,0,0,0
Bihar,Aurangabad(BH),2026,1,0,0,0,0,0.22883769135250992,0,0,0
Bihar,Aurangabad(bh),2026,1,-1,0,1,0,0.22194383929593559,0,0,0
Bihar,Banka,2026,1,285,63,-222,0,0.1496821143316186,0,0,0
Bihar,Begusarai,2026,1,347,74,-273,0,0.14662050218379524,0,0,0
Bihar,Bhabua,2026,1,0,0,0,0,0.22977775205298745,0,0,0
Bihar,Bhagalpur,2026,1,336,71,-265,0,0.15373639327933508,0,0,0
Bihar,Bhojpur,2026,1,227,32,-195,0,0.0571568019462807,0,0,0
Bihar,Buxar,2026,1,111,56,-55,0,0.15467950260495628,0,0,0
Bihar,Darbhanga,2026,1,550,83,-467,0,0.16667542672227093,0,0,0
Bihar,East Champaran,2026,1,574,148,-426,0,0.057455532194408354,0,0,0
Bihar,Gaya,2026,1,396,89,-307,0,0.06877442805136119,0,0,0
Bihar,Gopalganj,2026,1,232,61,-171,0,0.1323764064748696,0,0,0
Bihar,Jamui,2026,1,538,16,-522,0,0.07173521710042569,0,0,0
Bihar,Jehanabad,2026,1,68,12,-56,0,0.16029928184531755,0,0,0
Bihar,Kaimur (Bhabua),2026,1,145,14,-131,0,0.16947139870975825,0,0,0
Bihar,Katihar,2026,1,787,58,-729,0,0.1446805282341253,0,0,0
Bihar,Khagaria,2026,1,417,60,-357,0,0.17138823045377205,0,0,0
Bihar,Kishanganj,2026,1,873,28,-845,0,0.12309160459685337,0,0,0
Bihar,Lakhisarai,2026,1,109,17,-92,0,0.19071563371656425,0,0,0
Bihar,Madhepura,2026,1,302,46,-256,0,0.12264959429802519,0,0,0
Bihar,Madhubani,2026,1,940,91,-849,0,0.08814209562197167,0,0,0
Bihar,Monghyr,2026,1,0,0,0,0,0.22977775205298745,0,0,0
Bihar,Munger,2026,1,89,21,-68,0,0.17292917961593401,0,0,0
Bihar,Muzaffarpur,2026,1,398,130,-268,0,0.10893693616831646,0,0,0
Bihar,Nalanda,2026,1,506,66,-440,0,0.10734521207989633,0,0,0
Bihar,Nawada,2026,1,192,44,-148,0,0.12456785817880273,0,0,0
Bihar,Pashchim Champaran,2026,1,0,-1,-1,0,0.20801393255783773,0,0,0
Bihar,Patna,2026,1,436,117,-319,0,0.06742977178385506,0,0,0
Bihar,Purba Champaran,2026,1,0,0,0,0,0.22977775205298745,0,0,0
Bihar,Purbi Champaran,2025,27,0,0,0,1,-0.061087656421951686,0,0,1
Bihar,Purnea,2026,1,-1,0,1,0,0.22023305520082254,0,0,0
Bihar,Purnia,2026,1,479,57,-422,0,0.11980571798179768,0,0,0
Bihar,Rohtas,2026,1,270,57,-213,0,0.13753032679885602,0,0,0
Bihar,Saharsa,2026,1,177,35,-142,0,0.13038787677858954,0,0,0
Bihar,Samastipur,2026,1,428,94,-334,0,0.10032158784150313,0,0,0
Bihar,Samstipur,2026,1,0,0,0,0,0.22977775205298745,0,0,0
Bihar,Saran,2026,1,383,73,-310,0,0.057364575555798325,0,0,0
Bihar,Sheikhpura,2026,1,83,-1,-84,0,0.014666006647278462,0,0,0
Bihar,Sheikpura,2026,1,0,0,0,0,0.22977775205298745,0,0,0
Bihar,Sheohar,2026,1,82,12,-70,0,0.18144159424145806,0,0,0
Bihar,Sitamarhi,2026,1,640,88,-552,0,0.1261750276101633,0,0,0
Bihar,Siwan,2026,1,420,83,-337,0,0.12765040904138847,0,0,0
Bihar,Supaul,2026,1,372,59,-313,0,0.1475603724822474,0,0,0
Bihar,Vaishali,2026,1,490,76,-414,0,0.09568771201547949,0,0,0
Bihar,West Champaran,2026,1,721,115,-606,0,0.07963263132147463,0,0,0
Chandigarh,Chandigarh,2026,1,97,-1,-98,0,0.022183975294332692,0,0,0
Chandigarh,Mohali,2025,52,0,0,0,0,0.22883769135250992,0,0,0
Chandigarh,Rupnagar,2025,52,0,0,0,0,0.22883769135250992,0,0,0
Chhatisgarh,Raipur,2025,50,0,0,0,0,0.22883769135250992,0,0,0
Chhattisgarh,Balod,2026,1,345,18,-327,0,0.1837347784053609,0,0,0
Chhattisgarh,Baloda Bazar,2026,1,613,23,-590,0,0.16079591315154562,0,0,0
Chhattisgarh,Balrampur,2026,1,428,29,-399,0,0.18819191574390776,0,0,0
Chhattisgarh,Bastar,2026,1,373,20,-353,0,0.13398527172322244,0,0,0
Chhattisgarh,Bemetara,2026,1,479,11,-468,0,0.11824285292436088,0,0,0
Chhattisgarh,Bijapur,2026,1,143,11,-132,0,0.1819746780134418,0,0,0
Chhattisgarh,Bilaspur,2026,1,745,116,-629,0,0.21361855843096955,0,0,0
Chhattisgarh,Dakshin Bastar Dantewada,2026,1,97,-1,-98,0,0.018892580603375175,0,0,0
Chhattisgarh,Dantewada,2026,1,40,-1,-41,0,0.13798910660427594,0,0,0
Chhattisgarh,Dhamtari,2026,1,280,-1,-281,1,-0.039664741280354576,0,0,1
Chhattisgarh,Durg,2026,1,512,34,-478,0,0.19922761973978487,0,0,0
Chhattisgarh,Gariyaband,2026,1,231,-1,-232,1,-0.050355521452216,0,0,1
Chhattisgarh,Gaurela-pendra-marwahi,2026,1,10,-1,-11,0,0.1978167547106746,0,0,0
Chhattisgarh,Gaurella Pendra Marwahi,2025,27,0,0,0,0,0.2049111186107977,0,0,0
Chhattisgarh,Janjgir - Champa,2026,1,0,0,0,0,0.22977775205298745,0,0,0
Chhattisgarh,Janjgir Champa,2026,1,-1,0,1,0,0.22023305520082254,0,0,0
Chhattisgarh,Janjgir-champa,2026,1,666,28,-638,0,0.17235076351152895,0,0,0
Chhattisgarh,Jashpur,2026,1,287,68,-219,0,0.21266216557552248,0,0,0
Chhattisgarh,Kabeerdham,2026,1,215,-1,-216,1,-0.03493098571318631,0,0,1
Chhattisgarh,Kanker,2026,1,215,10,-205,0,0.17885707117737265,0,0,0
Chhattisgarh,Kawardha,2026,1,280,41,-239,0,0.2237131877325778,0,0,0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2026,1,0,-1,-1,0,0.20801393255783773,0,0,0
Chhattisgarh,Kondagaon,2026,1,248,29,-219,0,0.17929649604254033,0,0,0
Chhattisgarh,Korba,2026,1,361,29,-332,0,0.20103992546243976,0,0,0
Chhattisgarh,Koriya,2026,1,268,29,-239,0,0.21338455101179477,0,0,0
Chhattisgarh,Mahasamund,2026,1,400,14,-386,0,0.1588531439435773,0,0,0
Chhattisgarh,ManendragarhChirmiriBharatpur,2025,27,10,0,-10,0,0.22800893370929293,0,0,0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2026,1,-1,0,1,0,0.22194383929593559,0,0,0
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2026,1,0,-1,-1,0,0.2072175282209182,0,0,0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2026,1,12,41,29,0,0.2240657611147986,0,0,0
Chhattisgarh,Mungeli,2026,1,376,23,-353,0,0.1971904325870638,0,0,0
Chhattisgarh,Narayanpur,2026,1,97,10,-87,0,0.20839709036607545,0,0,0
Chhattisgarh,Raigarh,2026,1,422,28,-394,0,0.1999495217682728,0,0,0
Chhattisgarh,Raipur,2026,1,926,71,-855,0,0.19983351924946263,0,0,0
Chhattisgarh,Rajnandgaon,2026,1,582,121,-461,0,0.22218690425251209,0,0,0
Chhattisgarh,Sakti,2026,1,-1,-1,0,0,0.22509819554917515,0,0,0
Chhattisgarh,Sarangarh-Bilaigarh,2026,1,-1,36,37,0,0.2127738232548091,0,0,0
Chhattisgarh,Sukma,2026,1,138,10,-128,0,0.186648083524957,0,0,0
Chhattisgarh,Surajpur,2026,1,315,26,-289,0,0.1980329544770414,0,0,0
Chhattisgarh,Surguja,2026,1,492,53,-439,0,0.20694781017456387,0,0,0
Chhattisgarh,Uttar Bastar Kanker,2026,1,57,-1,-58,0,0.09699269512968806,0,0,0
Dadra & Nagar Haveli,Dadra & Nagar Haveli,2026,1,0,0,0,0,0.22883769135250992,0,0,0
Dadra and Nagar Haveli,Dadra and Nagar Haveli,2026,1,24,-1,-25,0,0.1634633004855967,0,0,0
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2026,1,-1,0,1,0,0.22023305520082254,0,0,0
Dadra and Nagar Haveli and Daman and Diu,Daman,2026,1,0,-1,-1,0,0.2072175282209182,0,0,0
Dadra and Nagar Haveli and Daman and Diu,Diu,2026,1,0,0,0,0,0.22883769135250992,0,0,0
Daman & Diu,Daman,2026,1,-1,0,1,0,0.22023305520082254,0,0,0
Daman & Diu,Diu,2026,1,0,0,0,0,0.22883769135250992,0,0,0
Daman and Diu,Daman,2026,1,-1,-1,0,0,0.22509819554917515,0,0,0
Daman and Diu,Diu,2026,1,-1,0,1,0,0.22023305520082254,0,0,0
Darbhanga,Near University Thana,2025,51,0,0,0,0,0.22883769135250992,0,0,0
Delhi,Central Delhi,2026,1,98,-1,-99,0,0.015699586086023842,0,0,0
Delhi,East Delhi,2026,1,287,37,-250,0,0.21420778032000531,0,0,0
Delhi,Najafgarh,2026,1,0,0,0,0,0.22883769135250992,0,0,0
Delhi,New Delhi,2026,1,13,0,-13,0,0.22874149850272618,0,0,0
Delhi,North Delhi,2026,1,122,34,-88,0,0.2157347796894491,0,0,0
Delhi,North East,2026,1,10,0,-10,0,0.22350203370959743,0,0,0
Delhi,North East Delhi,2026,1,377,33,-344,0,0.1913773323215503,0,0,0
Delhi,North West Delhi,2026,1,549,75,-474,0,0.20882271953474635,0,0,0
Delhi,Shahdara,2026,1,-1,0,1,0,0.2230616474578473,0,0,0
Delhi,South Delhi,2026,1,333,43,-290,0,0.20668795570970067,0,0,0
Delhi,South East Delhi,2026,1,-1,0,1,0,0.22194383929593559,0,0,0
Delhi,South West Delhi,2026,1,267,35,-232,0,0.21468223254736185,0,0,0
Delhi,West Delhi,2026,1,271,53,-218,0,0.21053477830461975,0,0,0
Goa,Bardez,2025,52,0,0,0,0,0.22883769135250992,0,0,0
Goa,Bicholim,2025,52,0,0,0,0,0.22883769135250992,0,0,0
Goa,North Goa,2026,1,132,-1,-133,1,-0.0038678039022956856,0,0,1
Goa,South Goa,2026,1,138,-1,-139,1,-0.011489038782171113,0,0,1
Goa,Tiswadi,2025,50,0,0,0,0,0.22883769135250992,0,0,0
Gujarat,Ahmadabad,2026,1,-1,-1,0,0,0.2257348953727979,0,0,0
Gujarat,Ahmedabad,2026,1,480,206,-274,0,0.1681572978819421,0,0,0
Gujarat,Amreli,2026,1,92,14,-78,0,0.2160513887740902,0,0,0
Gujarat,Anand,2026,1,112,17,-95,0,0.2121294601423831,0,0,0
Gujarat,Arvalli,2026,1,61,-1,-62,0,0.08412753663551387,0,0,0
Gujarat,Banas Kantha,2026,1,-1,-1,0,0,0.22286655814751705,0,0,0
Gujarat,Banaskantha,2026,1,277,69,-208,0,0.19167288177862563,0,0,0
Gujarat,Bharuch,2026,1,115,35,-80,0,0.21883828995510196,0,0,0
Gujarat,Bhavnagar,2026,1,160,33,-127,0,0.215853531543864,0,0,0
Gujarat,Botad,2026,1,31,11,-20,0,0.22460814645652277,0,0,0
Gujarat,Chhotaudepur,2026,1,36,16,-20,0,0.22720662596194502,0,0,0
Gujarat,Dahod,2026,1,167,16,-151,0,0.19382980107249986,0,0,0
Gujarat,Dang,2025,27,0,0,0,0,0.20382771441566905,0,0,0
Gujarat,Devbhumi Dwarka,2026,1,60,-1,-61,0,0.08320888846071828,0,0,0
Gujarat,Dohad,2026,1,-1,-1,0,0,0.2257348953727979,0,0,0
Gujarat,Gandhinagar,2026,1,77,28,-49,0,0.21602700232923672,0,0,0
Gujarat,Gir Somnath,2026,1,108,-1,-109,0,0.006308935210799449,0,0,0
Gujarat,Jamnagar,2026,1,112,34,-78,0,0.2214331797280496,0,0,0
Gujarat,Junagadh,2026,1,160,46,-114,0,0.22041072572669762,0,0,0
Gujarat,Kachchh,2026,1,191,33,-158,0,0.2144756859534525,0,0,0
Gujarat,Kheda,2026,1,149,30,-119,0,0.21798797580961266,0,0,0
Gujarat,Mahesana,2026,1,127,46,-81,0,0.2160956472525975,0,0,0
Gujarat,Mahisagar,2026,1,68,-1,-69,0,0.06644367456687406,0,0,0
Gujarat,Morbi,2026,1,47,-1,-48,0,0.12805932235396927,0,0,0
Gujarat,Narmada,2026,1,28,11,-17,0,0.22460814645652277,0,0,0
Gujarat,Navsari,2026,1,45,21,-24,0,0.22545757206886563,0,0,0
Gujarat,Panch Mahals,2026,1,-1,0,1,0,0.22194383929593559,0,0,0
Gujarat,Panchmahals,2026,1,162,23,-139,0,0.2152263288645413,0,0,0
Gujarat,Patan,2026,1,66,15,-51,0,0.21857699384475093,0,0,0
Gujarat,Porbandar,2026,1,44,-1,-45,0,0.13151319235337305,0,0,0
Gujarat,Rajkot,2026,1,194,52,-142,0,0.21289660820216982,0,0,0
Gujarat,Sabar Kantha,2026,1,0,0,0,0,0.22977775205298745,0,0,0
Gujarat,Sabarkantha,2026,1,95,34,-61,0,0.2183417950777395,0,0,0
Gujarat,Surat,2026,1,368,116,-252,0,0.17560312308500703,0,0,0
Gujarat,Surendra Nagar,2026,1,106,10,-96,0,0.1988850290663433,0,0,0
Gujarat,Surendranagar,2026,1,-1,0,1,0,0.22194383929593559,0,0,0
Gujarat,Tapi,2026,1,64,14,-50,0,0.22529278917434192,0,0,0
Gujarat,The Dangs,2026,1,24,-1,-25,0,0.1634633004855967,0,0,0
Gujarat,Vadodara,2026,1,313,44,-269,0,0.21288135355588766,0,0,0
Gujarat,Valsad,2026,1,115,27,-88,0,0.21710969140689762,0,0,0
Haryana,Akhera,2025,45,0,0,0,0,0.22883769135250992,0,0,0
Haryana,Ambala,2026,1,115,-1,-116,0,0.011883072679914397,0,0,0
Haryana,Bhiwani,2026,1,145,12,-133,0,0.20457934324225285,0,0,0
Haryana,Charkhi Dadri,2026,1,22,11,-11,0,0.22424342462891145,0,0,0
Haryana,Faridabad,2026,1,291,-1,-292,1,-0.05227559444499852,0,0,1
Haryana,Fatehabad,2026,1,83,10,-73,0,0.21242391003963046,0,0,0
Haryana,Gurgaon,2026,1,258,27,-231,0,0.21000224622633024,0,0,0
Haryana,Gurugram,2025,27,0,0,0,0,0.12578531902841217,0,0,0
Haryana,Hisar,2026,1,159,10,-149,0,0.19621945138896035,0,0,0
Haryana,Jhajjar,2026,1,111,0,-111,0,0.22232569576381733,0,0,0
Haryana,Jind,2026,1,199,12,-187,0,0.19571340571812096,0,0,0
Haryana,Kaithal,2026,1,142,10,-132,0,0.19802762397432022,0,0,0
Haryana,Karnal,2026,1,176,15,-161,0,0.20427235475099537,0,0,0
Haryana,Kurukshetra,2026,1,75,-1,-76,0,0.044874063702889044,0,0,0
Haryana,Mahendragarh,2026,1,161,-1,-162,1,-0.02856708283870879,0,0,1
Haryana,Mewat,2026,1,190,29,-161,0,0.21514292064276874,0,0,0
Haryana,Nuh,2025,22,0,0,0,0,0.16232212806684448,0,0,0
Haryana,Palwal,2026,1,164,15,-149,0,0.2027177878771711,0,0,0
Haryana,Panchkula,2026,1,65,-1,-66,0,0.0756952009991409,0,0,0
Haryana,Panipat,2026,1,126,-1,-127,1,-0.002839819265889054,0,0,1
Haryana,Rewari,2026,1,99,-1,-100,0,0.021523127651409957,0,0,0
Haryana,Rohtak,2026,1,96,11,-85,0,0.2157005404826105,0,0,0
Haryana,Sirsa,2026,1,128,14,-114,0,0.2113088809470095,0,0,0
Haryana,Sonipat,2026,1,151,-1,-152,1,-0.02363380190947595,0,0,1
Haryana,Yamuna Nagar,2026,1,189,11,-178,0,0.19571340571812096,0,0,0
Haryana,Yamunanagar,2026,1,0,0,0,0,0.22977775205298745,0,0,0
Himachal Pradesh,Bilaspur,2026,1,27,-1,-28,0,0.16116376044054365,0,0,0
Himachal Pradesh,Chamba,2026,1,53,-1,-54,0,0.10981536051185942,0,0,0
Himachal Pradesh,Hamirpur,2026,1,52,-1,-53,0,0.11346064837053749,0,0,0
Himachal Pradesh,Kangra,2026,1,225,12,-213,0,0.18432096744607174,0,0,0
Himachal Pradesh,Kinnaur,2026,1,-1,0,1,0,0.22194383929593559,0,0,0
Himachal Pradesh,Kullu,2026,1,52,-1,-53,0,0.11346064837053749,0,0,0
Himachal Pradesh,Lahaul and Spiti,2026,1,0,0,0,0,0.22883769135250992,0,0,0
Himachal Pradesh,Lahul & Spiti,2026,1,0,-1,-1,0,0.20801393255783773,0,0,0
Himachal Pradesh,Lahul and Spiti,2026,1,-1,0,1,0,0.22023305520082254,0,0,0
Himachal Pradesh,Mandi,2026,1,78,-1,-79,0,0.02648707286797458,0,0,0
Himachal Pradesh,Shimla,2026,1,72,12,-60,0,0.22175934610602888,0,0,0
Himachal Pradesh,Sirmaur,2026,1,36,-1,-37,0,0.137221382924208,0,0,0
Himachal Pradesh,Solan,2026,1,67,-1,-68,0,0.07492150226758826,0,0,0
Himachal Pradesh,Una,2026,1,64,-1,-65,0,0.0753628654812456,0,0,0
