timestamp,state,district,year,week_number,column,original_count,action
2026-01-09T21:27:07.144368,Andhra Pradesh,Annamayya,2025,38,enroll_child,5,suppressed
2026-01-09T21:27:07.144396,Andhra Pradesh,Annamayya,2025,39,enroll_child,3,suppressed
2026-01-09T21:27:07.144422,Andhra Pradesh,Annamayya,2025,42,enroll_child,8,suppressed
2026-01-09T21:27:07.144448,Andhra Pradesh,Annamayya,2025,43,enroll_child,3,suppressed
2026-01-09T21:27:07.144479,Andhra Pradesh,Annamayya,2025,44,enroll_child,5,suppressed
2026-01-09T21:27:07.144508,Andhra Pradesh,Annamayya,2025,45,enroll_child,2,suppressed
2026-01-09T21:27:07.144535,Andhra Pradesh,Annamayya,2025,46,enroll_child,6,suppressed
2026-01-09T21:27:07.144562,Andhra Pradesh,Annamayya,2025,47,enroll_child,2,suppressed
2026-01-09T21:27:07.144587,Andhra Pradesh,Annamayya,2025,51,enroll_child,4,suppressed
2026-01-09T21:27:07.144613,Andhra Pradesh,Annamayya,2025,52,enroll_child,3,suppressed
2026-01-09T21:27:07.144638,Andhra Pradesh,Annamayya,2026,1,enroll_child,1,suppressed
2026-01-09T21:27:07.144664,Andhra Pradesh,Bapatla,2025,36,enroll_child,3,suppressed
2026-01-09T21:27:07.144689,Andhra Pradesh,Bapatla,2025,37,enroll_child,7,suppressed
2026-01-09T21:27:07.144714,Andhra Pradesh,Bapatla,2025,38,enroll_child,3,suppressed
2026-01-09T21:27:07.144740,Andhra Pradesh,Bapatla,2025,39,enroll_child,5,suppressed
2026-01-09T21:27:07.144765,Andhra Pradesh,Bapatla,2025,42,enroll_child,3,suppressed
2026-01-09T21:27:07.144792,Andhra Pradesh,Bapatla,2025,43,enroll_child,8,suppressed
2026-01-09T21:27:07.144817,Andhra Pradesh,Bapatla,2025,44,enroll_child,1,suppressed
2026-01-09T21:27:07.144843,Andhra Pradesh,Bapatla,2025,45,enroll_child,2,suppressed
2026-01-09T21:27:07.144868,Andhra Pradesh,Bapatla,2025,46,enroll_child,6,suppressed
2026-01-09T21:27:07.144894,Andhra Pradesh,Bapatla,2025,47,enroll_child,4,suppressed
2026-01-09T21:27:07.144920,Andhra Pradesh,Bapatla,2025,51,enroll_child,5,suppressed
2026-01-09T21:27:07.144953,Andhra Pradesh,Bapatla,2025,52,enroll_child,5,suppressed
2026-01-09T21:27:07.144980,Andhra Pradesh,Bapatla,2026,1,enroll_child,3,suppressed
2026-01-09T21:27:07.145007,Andhra Pradesh,Chittoor,2025,40,enroll_child,1,suppressed
2026-01-09T21:27:07.145034,Andhra Pradesh,Cuddapah,2025,40,enroll_child,1,suppressed
2026-01-09T21:27:07.145061,Andhra Pradesh,Cuddapah,2025,48,enroll_child,5,suppressed
2026-01-09T21:27:07.145087,Andhra Pradesh,Cuddapah,2025,51,enroll_child,7,suppressed
2026-01-09T21:27:07.145114,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,36,enroll_child,3,suppressed
2026-01-09T21:27:07.145140,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,37,enroll_child,4,suppressed
2026-01-09T21:27:07.145165,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,38,enroll_child,4,suppressed
2026-01-09T21:27:07.145191,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,39,enroll_child,1,suppressed
2026-01-09T21:27:07.145217,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,42,enroll_child,4,suppressed
2026-01-09T21:27:07.145242,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,43,enroll_child,3,suppressed
2026-01-09T21:27:07.145267,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,44,enroll_child,2,suppressed
2026-01-09T21:27:07.145292,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,45,enroll_child,1,suppressed
2026-01-09T21:27:07.145318,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,46,enroll_child,6,suppressed
2026-01-09T21:27:07.145344,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025,52,enroll_child,2,suppressed
2026-01-09T21:27:07.145370,Andhra Pradesh,Eluru,2025,36,enroll_child,5,suppressed
2026-01-09T21:27:07.145396,Andhra Pradesh,Eluru,2025,37,enroll_child,6,suppressed
2026-01-09T21:27:07.145424,Andhra Pradesh,Eluru,2025,38,enroll_child,2,suppressed
2026-01-09T21:27:07.145449,Andhra Pradesh,Eluru,2025,39,enroll_child,2,suppressed
2026-01-09T21:27:07.145476,Andhra Pradesh,Eluru,2025,40,enroll_child,1,suppressed
2026-01-09T21:27:07.145502,Andhra Pradesh,Eluru,2025,42,enroll_child,3,suppressed
2026-01-09T21:27:07.145528,Andhra Pradesh,Eluru,2025,43,enroll_child,7,suppressed
2026-01-09T21:27:07.145554,Andhra Pradesh,Eluru,2025,45,enroll_child,2,suppressed
2026-01-09T21:27:07.145580,Andhra Pradesh,Eluru,2025,46,enroll_child,5,suppressed
2026-01-09T21:27:07.145606,Andhra Pradesh,Eluru,2025,47,enroll_child,5,suppressed
2026-01-09T21:27:07.145632,Andhra Pradesh,Eluru,2025,48,enroll_child,1,suppressed
2026-01-09T21:27:07.145658,Andhra Pradesh,Eluru,2025,51,enroll_child,1,suppressed
2026-01-09T21:27:07.145683,Andhra Pradesh,Eluru,2025,52,enroll_child,1,suppressed
2026-01-09T21:27:07.145708,Andhra Pradesh,Eluru,2026,1,enroll_child,4,suppressed
2026-01-09T21:27:07.145733,Andhra Pradesh,Guntur,2025,40,enroll_child,7,suppressed
2026-01-09T21:27:07.145759,Andhra Pradesh,Hyderabad,2025,40,enroll_child,1,suppressed
2026-01-09T21:27:07.145784,Andhra Pradesh,K.V.Rangareddy,2025,36,enroll_child,1,suppressed
2026-01-09T21:27:07.145809,Andhra Pradesh,K.V.Rangareddy,2025,37,enroll_child,1,suppressed
2026-01-09T21:27:07.145834,Andhra Pradesh,K.V.Rangareddy,2025,39,enroll_child,1,suppressed
2026-01-09T21:27:07.145859,Andhra Pradesh,K.V.Rangareddy,2025,43,enroll_child,2,suppressed
2026-01-09T21:27:07.145885,Andhra Pradesh,K.V.Rangareddy,2025,44,enroll_child,4,suppressed
2026-01-09T21:27:07.145912,Andhra Pradesh,K.V.Rangareddy,2025,45,enroll_child,2,suppressed
2026-01-09T21:27:07.145938,Andhra Pradesh,K.V.Rangareddy,2025,46,enroll_child,1,suppressed
2026-01-09T21:27:07.145964,Andhra Pradesh,K.V.Rangareddy,2025,52,enroll_child,1,suppressed
2026-01-09T21:27:07.145989,Andhra Pradesh,K.V.Rangareddy,2026,1,enroll_child,1,suppressed
2026-01-09T21:27:07.146014,Andhra Pradesh,K.v. Rangareddy,2025,39,enroll_child,1,suppressed
2026-01-09T21:27:07.146039,Andhra Pradesh,K.v. Rangareddy,2025,43,enroll_child,2,suppressed
2026-01-09T21:27:07.146063,Andhra Pradesh,K.v. Rangareddy,2025,44,enroll_child,1,suppressed
2026-01-09T21:27:07.146088,Andhra Pradesh,Kakinada,2025,36,enroll_child,9,suppressed
2026-01-09T21:27:07.146113,Andhra Pradesh,Kakinada,2025,38,enroll_child,2,suppressed
2026-01-09T21:27:07.146138,Andhra Pradesh,Kakinada,2025,39,enroll_child,3,suppressed
2026-01-09T21:27:07.146164,Andhra Pradesh,Kakinada,2025,43,enroll_child,4,suppressed
2026-01-09T21:27:07.146189,Andhra Pradesh,Kakinada,2025,45,enroll_child,7,suppressed
2026-01-09T21:27:07.146214,Andhra Pradesh,Kakinada,2025,46,enroll_child,6,suppressed
2026-01-09T21:27:07.146240,Andhra Pradesh,Kakinada,2025,47,enroll_child,2,suppressed
2026-01-09T21:27:07.146265,Andhra Pradesh,Kakinada,2025,48,enroll_child,1,suppressed
2026-01-09T21:27:07.146290,Andhra Pradesh,Kakinada,2025,51,enroll_child,2,suppressed
2026-01-09T21:27:07.146314,Andhra Pradesh,Kakinada,2025,52,enroll_child,8,suppressed
2026-01-09T21:27:07.146339,Andhra Pradesh,Kakinada,2026,1,enroll_child,3,suppressed
2026-01-09T21:27:07.146364,Andhra Pradesh,Karim Nagar,2025,36,enroll_child,2,suppressed
2026-01-09T21:27:07.146389,Andhra Pradesh,Karim Nagar,2025,38,enroll_child,2,suppressed
2026-01-09T21:27:07.146415,Andhra Pradesh,Karim Nagar,2025,42,enroll_child,2,suppressed
2026-01-09T21:27:07.146439,Andhra Pradesh,Karim Nagar,2025,44,enroll_child,2,suppressed
2026-01-09T21:27:07.146464,Andhra Pradesh,Karim Nagar,2025,45,enroll_child,1,suppressed
2026-01-09T21:27:07.146490,Andhra Pradesh,Karim Nagar,2025,46,enroll_child,1,suppressed
2026-01-09T21:27:07.146516,Andhra Pradesh,Karim Nagar,2025,47,enroll_child,1,suppressed
2026-01-09T21:27:07.146540,Andhra Pradesh,Karimnagar,2025,38,enroll_child,9,suppressed
2026-01-09T21:27:07.146566,Andhra Pradesh,Karimnagar,2025,39,enroll_child,4,suppressed
2026-01-09T21:27:07.146591,Andhra Pradesh,Karimnagar,2025,44,enroll_child,8,suppressed
2026-01-09T21:27:07.146617,Andhra Pradesh,Karimnagar,2025,45,enroll_child,6,suppressed
2026-01-09T21:27:07.146642,Andhra Pradesh,Karimnagar,2025,47,enroll_child,1,suppressed
2026-01-09T21:27:07.146669,Andhra Pradesh,Karimnagar,2025,51,enroll_child,1,suppressed
2026-01-09T21:27:07.146694,Andhra Pradesh,Karimnagar,2025,52,enroll_child,3,suppressed
2026-01-09T21:27:07.146720,Andhra Pradesh,Karimnagar,2026,1,enroll_child,8,suppressed
2026-01-09T21:27:07.146746,Andhra Pradesh,Khammam,2025,40,enroll_child,1,suppressed
2026-01-09T21:27:07.146772,Andhra Pradesh,Khammam,2025,47,enroll_child,4,suppressed
2026-01-09T21:27:07.146797,Andhra Pradesh,Khammam,2025,48,enroll_child,3,suppressed
2026-01-09T21:27:07.146822,Andhra Pradesh,Khammam,2026,1,enroll_child,4,suppressed
2026-01-09T21:27:07.146847,Andhra Pradesh,Krishna,2025,40,enroll_child,2,suppressed
2026-01-09T21:27:07.146872,Andhra Pradesh,Krishna,2025,48,enroll_child,2,suppressed
2026-01-09T21:27:07.146898,Andhra Pradesh,Kurnool,2025,40,enroll_child,2,suppressed
2026-01-09T21:27:07.146925,Andhra Pradesh,Mahabub Nagar,2025,40,enroll_child,1,suppressed
2026-01-09T21:27:07.146958,Andhra Pradesh,Mahabub Nagar,2025,48,enroll_child,5,suppressed
2026-01-09T21:27:07.146986,Andhra Pradesh,Mahabub Nagar,2025,51,enroll_child,2,suppressed
2026-01-09T21:27:07.147013,Andhra Pradesh,Mahbubnagar,2025,45,enroll_child,9,suppressed
2026-01-09T21:27:07.147039,Andhra Pradesh,Mahbubnagar,2025,47,enroll_child,9,suppressed
2026-01-09T21:27:07.147067,Andhra Pradesh,Mahbubnagar,2025,48,enroll_child,2,suppressed
2026-01-09T21:27:07.147092,Andhra Pradesh,Mahbubnagar,2025,51,enroll_child,1,suppressed
2026-01-09T21:27:07.147118,Andhra Pradesh,Mahbubnagar,2026,1,enroll_child,3,suppressed
2026-01-09T21:27:07.147144,Andhra Pradesh,Medak,2025,40,enroll_child,1,suppressed
2026-01-09T21:27:07.147169,Andhra Pradesh,Medak,2025,48,enroll_child,5,suppressed
2026-01-09T21:27:07.147195,Andhra Pradesh,Medak,2025,51,enroll_child,5,suppressed
2026-01-09T21:27:07.147221,Andhra Pradesh,Medak,2025,52,enroll_child,4,suppressed
2026-01-09T21:27:07.147246,Andhra Pradesh,Medak,2026,1,enroll_child,3,suppressed
2026-01-09T21:27:07.147272,Andhra Pradesh,N. T. R,2025,37,enroll_child,7,suppressed
2026-01-09T21:27:07.147298,Andhra Pradesh,N. T. R,2025,39,enroll_child,7,suppressed
2026-01-09T21:27:07.147324,Andhra Pradesh,N. T. R,2025,42,enroll_child,6,suppressed
2026-01-09T21:27:07.147349,Andhra Pradesh,N. T. R,2025,43,enroll_child,7,suppressed
2026-01-09T21:27:07.147375,Andhra Pradesh,N. T. R,2025,45,enroll_child,8,suppressed
2026-01-09T21:27:07.147401,Andhra Pradesh,N. T. R,2025,47,enroll_child,3,suppressed
2026-01-09T21:27:07.147428,Andhra Pradesh,N. T. R,2025,48,enroll_child,2,suppressed
2026-01-09T21:27:07.147454,Andhra Pradesh,N. T. R,2025,51,enroll_child,1,suppressed
2026-01-09T21:27:07.147482,Andhra Pradesh,N. T. R,2025,52,enroll_child,5,suppressed
2026-01-09T21:27:07.147508,Andhra Pradesh,N. T. R,2026,1,enroll_child,4,suppressed
2026-01-09T21:27:07.147532,Andhra Pradesh,Nalgonda,2025,47,enroll_child,6,suppressed
2026-01-09T21:27:07.147591,Andhra Pradesh,Nalgonda,2025,48,enroll_child,1,suppressed
2026-01-09T21:27:07.147620,Andhra Pradesh,Nalgonda,2025,51,enroll_child,2,suppressed
2026-01-09T21:27:07.147647,Andhra Pradesh,Nalgonda,2025,52,enroll_child,9,suppressed
2026-01-09T21:27:07.147674,Andhra Pradesh,Nalgonda,2026,1,enroll_child,3,suppressed
2026-01-09T21:27:07.147700,Andhra Pradesh,Nandyal,2025,36,enroll_child,3,suppressed
2026-01-09T21:27:07.147727,Andhra Pradesh,Nandyal,2025,37,enroll_child,2,suppressed
2026-01-09T21:27:07.147754,Andhra Pradesh,Nandyal,2025,38,enroll_child,1,suppressed
2026-01-09T21:27:07.147780,Andhra Pradesh,Nandyal,2025,42,enroll_child,8,suppressed
2026-01-09T21:27:07.147806,Andhra Pradesh,Nandyal,2025,43,enroll_child,4,suppressed
2026-01-09T21:27:07.147831,Andhra Pradesh,Nandyal,2025,44,enroll_child,5,suppressed
2026-01-09T21:27:07.147856,Andhra Pradesh,Nandyal,2025,45,enroll_child,4,suppressed
2026-01-09T21:27:07.147883,Andhra Pradesh,Nandyal,2025,46,enroll_child,6,suppressed
2026-01-09T21:27:07.147909,Andhra Pradesh,Nandyal,2025,47,enroll_child,1,suppressed
2026-01-09T21:27:07.147935,Andhra Pradesh,Nandyal,2025,51,enroll_child,2,suppressed
2026-01-09T21:27:07.147962,Andhra Pradesh,Nandyal,2025,52,enroll_child,1,suppressed
2026-01-09T21:27:07.147988,Andhra Pradesh,Nandyal,2026,1,enroll_child,2,suppressed
2026-01-09T21:27:07.148013,Andhra Pradesh,Nellore,2025,40,enroll_child,5,suppressed
2026-01-09T21:27:07.148049,Andhra Pradesh,Nellore,2025,48,enroll_child,8,suppressed
2026-01-09T21:27:07.148075,Andhra Pradesh,Nizamabad,2025,36,enroll_child,7,suppressed
2026-01-09T21:27:07.148102,Andhra Pradesh,Nizamabad,2025,38,enroll_child,9,suppressed
2026-01-09T21:27:07.148127,Andhra Pradesh,Nizamabad,2025,39,enroll_child,1,suppressed
2026-01-09T21:27:07.148152,Andhra Pradesh,Nizamabad,2025,42,enroll_child,8,suppressed
2026-01-09T21:27:07.148178,Andhra Pradesh,Nizamabad,2025,43,enroll_child,4,suppressed
2026-01-09T21:27:07.148203,Andhra Pradesh,Nizamabad,2025,44,enroll_child,9,suppressed
2026-01-09T21:27:07.148229,Andhra Pradesh,Nizamabad,2025,45,enroll_child,4,suppressed
2026-01-09T21:27:07.148254,Andhra Pradesh,Nizamabad,2025,47,enroll_child,4,suppressed
2026-01-09T21:27:07.148279,Andhra Pradesh,Nizamabad,2026,1,enroll_child,3,suppressed
2026-01-09T21:27:07.148305,Andhra Pradesh,Palnadu,2025,36,enroll_child,9,suppressed
2026-01-09T21:27:07.148331,Andhra Pradesh,Palnadu,2025,38,enroll_child,6,suppressed
2026-01-09T21:27:07.148356,Andhra Pradesh,Palnadu,2025,39,enroll_child,5,suppressed
2026-01-09T21:27:07.148381,Andhra Pradesh,Palnadu,2025,42,enroll_child,4,suppressed
2026-01-09T21:27:07.148407,Andhra Pradesh,Palnadu,2025,43,enroll_child,1,suppressed
2026-01-09T21:27:07.148433,Andhra Pradesh,Palnadu,2025,45,enroll_child,2,suppressed
2026-01-09T21:27:07.148458,Andhra Pradesh,Palnadu,2025,46,enroll_child,4,suppressed
2026-01-09T21:27:07.148484,Andhra Pradesh,Palnadu,2025,48,enroll_child,1,suppressed
2026-01-09T21:27:07.148510,Andhra Pradesh,Palnadu,2025,51,enroll_child,6,suppressed
2026-01-09T21:27:07.148536,Andhra Pradesh,Palnadu,2025,52,enroll_child,3,suppressed
2026-01-09T21:27:07.148560,Andhra Pradesh,Palnadu,2026,1,enroll_child,2,suppressed
2026-01-09T21:27:07.148586,Andhra Pradesh,Parvathipuram Manyam,2025,36,enroll_child,2,suppressed
2026-01-09T21:27:07.148612,Andhra Pradesh,Parvathipuram Manyam,2025,37,enroll_child,5,suppressed
2026-01-09T21:27:07.148637,Andhra Pradesh,Parvathipuram Manyam,2025,38,enroll_child,3,suppressed
2026-01-09T21:27:07.148663,Andhra Pradesh,Parvathipuram Manyam,2025,39,enroll_child,1,suppressed
2026-01-09T21:27:07.148695,Andhra Pradesh,Parvathipuram Manyam,2025,42,enroll_child,6,suppressed
2026-01-09T21:27:07.148723,Andhra Pradesh,Parvathipuram Manyam,2025,44,enroll_child,8,suppressed
2026-01-09T21:27:07.148749,Andhra Pradesh,Parvathipuram Manyam,2025,45,enroll_child,6,suppressed
2026-01-09T21:27:07.148775,Andhra Pradesh,Parvathipuram Manyam,2025,46,enroll_child,1,suppressed
2026-01-09T21:27:07.148801,Andhra Pradesh,Parvathipuram Manyam,2025,47,enroll_child,2,suppressed
2026-01-09T21:27:07.148828,Andhra Pradesh,Parvathipuram Manyam,2025,51,enroll_child,1,suppressed
2026-01-09T21:27:07.148854,Andhra Pradesh,Parvathipuram Manyam,2025,52,enroll_child,1,suppressed
2026-01-09T21:27:07.148881,Andhra Pradesh,Prakasam,2025,40,enroll_child,3,suppressed
2026-01-09T21:27:07.148907,Andhra Pradesh,Rangareddi,2025,48,enroll_child,8,suppressed
2026-01-09T21:27:07.148932,Andhra Pradesh,Rangareddi,2025,51,enroll_child,7,suppressed
2026-01-09T21:27:07.148957,Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,40,enroll_child,1,suppressed
2026-01-09T21:27:07.148985,Andhra Pradesh,Sri Sathya Sai,2025,36,enroll_child,2,suppressed
2026-01-09T21:27:07.149010,Andhra Pradesh,Sri Sathya Sai,2025,37,enroll_child,4,suppressed
2026-01-09T21:27:07.149036,Andhra Pradesh,Sri Sathya Sai,2025,38,enroll_child,6,suppressed
2026-01-09T21:27:07.149061,Andhra Pradesh,Sri Sathya Sai,2025,39,enroll_child,2,suppressed
2026-01-09T21:27:07.149086,Andhra Pradesh,Sri Sathya Sai,2025,42,enroll_child,1,suppressed
2026-01-09T21:27:07.149111,Andhra Pradesh,Sri Sathya Sai,2025,43,enroll_child,4,suppressed
2026-01-09T21:27:07.149135,Andhra Pradesh,Sri Sathya Sai,2025,44,enroll_child,6,suppressed
2026-01-09T21:27:07.149161,Andhra Pradesh,Sri Sathya Sai,2025,45,enroll_child,2,suppressed
2026-01-09T21:27:07.149186,Andhra Pradesh,Sri Sathya Sai,2025,46,enroll_child,3,suppressed
2026-01-09T21:27:07.149211,Andhra Pradesh,Sri Sathya Sai,2025,47,enroll_child,5,suppressed
2026-01-09T21:27:07.149239,Andhra Pradesh,Sri Sathya Sai,2025,48,enroll_child,1,suppressed
2026-01-09T21:27:07.149265,Andhra Pradesh,Sri Sathya Sai,2025,51,enroll_child,1,suppressed
2026-01-09T21:27:07.149291,Andhra Pradesh,Sri Sathya Sai,2025,52,enroll_child,2,suppressed
2026-01-09T21:27:07.149317,Andhra Pradesh,Sri Sathya Sai,2026,1,enroll_child,1,suppressed
2026-01-09T21:27:07.149342,Andhra Pradesh,Srikakulam,2025,38,enroll_child,8,suppressed
2026-01-09T21:27:07.149367,Andhra Pradesh,Srikakulam,2025,47,enroll_child,6,suppressed
2026-01-09T21:27:07.149392,Andhra Pradesh,Srikakulam,2025,48,enroll_child,2,suppressed
2026-01-09T21:27:07.149418,Andhra Pradesh,Srikakulam,2025,51,enroll_child,1,suppressed
2026-01-09T21:27:07.149444,Andhra Pradesh,Srikakulam,2025,52,enroll_child,8,suppressed
2026-01-09T21:27:07.149469,Andhra Pradesh,Srikakulam,2026,1,enroll_child,5,suppressed
2026-01-09T21:27:07.149496,Andhra Pradesh,Tirupati,2025,40,enroll_child,6,suppressed
2026-01-09T21:27:07.149521,Andhra Pradesh,Tirupati,2025,43,enroll_child,8,suppressed
2026-01-09T21:27:07.149546,Andhra Pradesh,Tirupati,2025,48,enroll_child,4,suppressed
2026-01-09T21:27:07.149572,Andhra Pradesh,Visakhapatnam,2025,40,enroll_child,2,suppressed
2026-01-09T21:27:07.149597,Andhra Pradesh,Visakhapatnam,2025,48,enroll_child,5,suppressed
2026-01-09T21:27:07.149622,Andhra Pradesh,Vizianagaram,2025,43,enroll_child,9,suppressed
2026-01-09T21:27:07.149647,Andhra Pradesh,Vizianagaram,2025,45,enroll_child,5,suppressed
2026-01-09T21:27:07.149673,Andhra Pradesh,Vizianagaram,2025,46,enroll_child,9,suppressed
2026-01-09T21:27:07.149697,Andhra Pradesh,Vizianagaram,2025,48,enroll_child,4,suppressed
2026-01-09T21:27:07.149722,Andhra Pradesh,Vizianagaram,2025,51,enroll_child,2,suppressed
